,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,MEAN_SOLAR_AZIMUTH_ANGLE,MEAN_SOLAR_ZENITH_ANGLE,Systemindex
56,0.4397,0.4397,155.860242266,53.3332295863,20190104T042149_20190104T042450_T46RDQ
57,27.8129,27.8129,156.061676115,54.1814827536,20190104T042149_20190104T042450_T46RDR
58,81.7326,81.7326,156.253110186,55.0305802024,20190104T042149_20190104T042450_T46RDS
59,7.2671,7.2671,156.915576083,52.9770441881,20190104T042149_20190104T042450_T46REQ
60,58.7652,58.7652,157.11706333,53.8281044547,20190104T042149_20190104T042450_T46RER
61,77.3528,77.3528,157.309116281,54.6798761448,20190104T042149_20190104T042450_T46RES
62,82.5827,82.5827,157.491966436,55.5317941037,20190104T042149_20190104T042450_T46RET
63,99.5245,99.5245,157.666240811,56.3848013106,20190104T042149_20190104T042450_T46REU
64,98.8822,98.8822,157.832088161,57.2383505886,20190104T042149_20190104T042450_T46REV
65,47.7932,47.7932,158.182500452,53.4830973645,20190104T042149_20190104T042450_T46RFR
66,86.8872,86.8872,158.374787221,54.3372993044,20190104T042149_20190104T042450_T46RFS
67,89.7918,89.7918,158.558458246,55.1915219898,20190104T042149_20190104T042450_T46RFT
68,99.7487,99.7487,158.734159416,56.046712773,20190104T042149_20190104T042450_T46RFU
69,96.4812,96.4812,158.902052242,56.9023242728,20190104T042149_20190104T042450_T46RFV
70,42.4345,42.4345,159.256811877,53.1469267044,20190104T042149_20190104T042450_T46RGR
71,81.6707,81.6707,159.448926364,54.0033094731,20190104T042149_20190104T042450_T46RGS
72,97.3574,97.3574,159.633055393,54.8595838906,20190104T042149_20190104T042450_T46RGT
73,96.7214,96.7214,159.809831539,55.7167107882,20190104T042149_20190104T042450_T46RGU
74,94.7556,94.7556,159.979439682,56.5741394155,20190104T042149_20190104T042450_T46RGV
75,98.9646,98.9646,159.062398091,57.7577805302,20190104T042149_20190104T042450_T46SFA
76,97.1405,97.1405,159.215661979,58.6140680837,20190104T042149_20190104T042450_T46SFB
77,93.6543,93.6543,160.142140009,57.4312993914,20190104T042149_20190104T042450_T46SGA
78,95.4819,95.4819,160.40485213,53.7377478923,20190104T042149_20190104T042450_T47RKM
79,99.873,99.873,160.533869235,54.6113301185,20190104T042149_20190104T042450_T47RKN
80,92.045,92.045,160.654455729,55.485892156,20190104T042149_20190104T042450_T47RKP
81,96.0523,96.0523,160.766756997,56.3608766558,20190104T042149_20190104T042450_T47RKQ
82,89.0237,89.0237,161.866302978,56.0929059401,20190104T042149_20190104T042450_T47RLQ
83,89.5924,89.5924,160.870964519,57.2357143117,20190104T042149_20190104T042450_T47SKR
84,89.4333,89.4333,161.971725238,56.9698328937,20190104T042149_20190104T042450_T47SLR
85,76.692,76.692,158.24515652,54.2456635224,20190105T044201_20190105T044654_T45RYM
86,76.8972,76.8972,158.440059521,55.0958521235,20190105T044201_20190105T044654_T45RYN
87,89.8567,89.8567,158.627131787,55.9470022197,20190105T044201_20190105T044654_T45RYP
88,22.1301,22.1301,159.042839362,53.0961477013,20190105T044201_20190105T044654_T46RBR
89,77.2465,77.2465,159.192802002,53.9645830459,20190105T044201_20190105T044654_T46RBS
90,77.1532,77.1532,159.333437551,54.8330919443,20190105T044201_20190105T044654_T46RBT
91,85.7598,85.7598,159.465135722,55.7026896206,20190105T044201_20190105T044654_T46RBU
92,82.4847,82.4847,159.588137162,56.5727907312,20190105T044201_20190105T044654_T46RBV
93,82.7289,82.7289,160.283965333,53.6717533763,20190105T044201_20190105T044654_T46RCS
94,74.7613,74.7613,160.424200768,54.542827773,20190105T044201_20190105T044654_T46RCT
95,91.1764,91.1764,160.556186305,55.414866458,20190105T044201_20190105T044654_T46RCU
96,93.2893,93.2893,160.68009969,56.2873060915,20190105T044201_20190105T044654_T46RCV
97,5.4783,5.4783,156.459542181,54.6987376973,20190106T041141_20190106T041607_T46RGS
98,39.3952,39.3952,156.668950063,55.5392610202,20190106T041141_20190106T041607_T46RGT
99,65.1357,65.1357,156.870023935,56.3808690162,20190106T041141_20190106T041607_T46RGU
100,69.2673,69.2673,157.063053239,57.2229770647,20190106T041141_20190106T041607_T46RGV
101,22.7539,22.7539,157.226237568,53.53478618,20190106T041141_20190106T041607_T47RKL
102,34.1828,34.1828,157.39282216,54.3948445068,20190106T041141_20190106T041607_T47RKM
103,63.0815,63.0815,157.549422388,55.2551435212,20190106T041141_20190106T041607_T47RKN
104,74.7216,74.7216,157.696477931,56.1166761321,20190106T041141_20190106T041607_T47RKP
105,72.6196,72.6196,157.834244981,56.9788500524,20190106T041141_20190106T041607_T47RKQ
106,47.0687,47.0687,158.302179139,53.2125946401,20190106T041141_20190106T041607_T47RLL
107,65.0501,65.0501,158.46847521,54.0755479384,20190106T041141_20190106T041607_T47RLM
108,66.6997,66.6997,158.625423078,54.9386047613,20190106T041141_20190106T041607_T47RLN
109,67.6556,67.6556,158.773435662,55.8027753272,20190106T041141_20190106T041607_T47RLP
110,63.3309,63.3309,158.912783419,56.6674688565,20190106T041141_20190106T041607_T47RLQ
111,56.9069,56.9069,159.553484739,53.7647851932,20190106T041141_20190106T041607_T47RMM
112,56.6296,56.6296,159.710428713,54.6303469825,20190106T041141_20190106T041607_T47RMN
113,73.2458,73.2458,159.8590823,55.4969021311,20190106T041141_20190106T041607_T47RMP
114,60.2927,60.2927,159.999708333,56.3638672595,20190106T041141_20190106T041607_T47RMQ
115,54.3526,54.3526,160.954134162,55.1989286985,20190106T041141_20190106T041607_T47RNP
116,76.9349,76.9349,157.962826242,57.8411222797,20190106T041141_20190106T041607_T47SKR
117,71.3196,71.3196,159.043565219,57.5321465523,20190106T041141_20190106T041607_T47SLR
118,85.2151,85.2151,159.166287136,58.3977714506,20190106T041141_20190106T041607_T47SLS
119,67.3037,67.3037,160.132426051,57.2307005425,20190106T041141_20190106T041607_T47SMR
120,87.5041,87.5041,160.257744272,58.0983751537,20190106T041141_20190106T041607_T47SMS
121,26.1004,26.1004,156.053437328,53.7904836527,20190107T043149_20190107T043708_T46RBR
122,75.6415,75.6415,156.23057289,54.6446789766,20190107T043149_20190107T043708_T46RBS
123,66.4818,66.4818,156.397317718,55.4992295176,20190107T043149_20190107T043708_T46RBT
124,89.1153,89.1153,156.554153544,56.3551111551,20190107T043149_20190107T043708_T46RBU
125,0.0158,0.0158,156.931873289,52.5948237456,20190107T043149_20190107T043708_T46RCQ
126,27.7236,27.7236,157.119288369,53.4512356156,20190107T043149_20190107T043708_T46RCR
127,70.3583,70.3583,157.296646242,54.3084464665,20190107T043149_20190107T043708_T46RCS
128,77.0131,77.0131,157.464183255,55.1658840754,20190107T043149_20190107T043708_T46RCT
129,80.2702,80.2702,157.622418192,56.0245224594,20190107T043149_20190107T043708_T46RCU
130,90.005,90.005,157.771538005,56.8837947292,20190107T043149_20190107T043708_T46RCV
131,0.0,0.0,158.008557435,52.2612667958,20190107T043149_20190107T043708_T46RDQ
132,19.2277,19.2277,158.195204092,53.1205820194,20190107T043149_20190107T043708_T46RDR
133,54.9394,54.9394,158.372409211,53.9805594804,20190107T043149_20190107T043708_T46RDS
134,67.6792,67.6792,158.540386453,54.8406384452,20190107T043149_20190107T043708_T46RDT
135,67.8118,67.8118,158.699695668,55.7017896769,20190107T043149_20190107T043708_T46RDU
136,0.0,0.0,159.096466099,51.936439665,20190107T043149_20190107T043708_T46REQ
137,0.1099,0.1099,159.281963084,52.7983913349,20190107T043149_20190107T043708_T46RER
138,34.3027,34.3027,159.458634742,53.660880174,20190107T043149_20190107T043708_T46RES
139,53.8309,53.8309,159.626687779,54.5233507233,20190107T043149_20190107T043708_T46RET
140,53.7144,53.7144,159.786735674,55.3867666193,20190107T043149_20190107T043708_T46REU
141,72.3148,72.3148,159.938923931,56.2505820021,20190107T043149_20190107T043708_T46REV
142,49.9774,49.9774,160.882309289,55.0798891425,20190107T043149_20190107T043708_T46RFU
143,66.37,66.37,161.03555824,55.9455971766,20190107T043149_20190107T043708_T46RFV
144,88.3814,88.3814,161.181878471,56.8110164631,20190107T043149_20190107T043708_T46SFA
145,81.3193,81.3193,161.321690768,57.6771569787,20190107T043149_20190107T043708_T46SFB
146,99.1473,99.1473,155.514749862,54.7695013095,20190108T040139_20190108T040136_T47RLM
147,99.6465,99.6465,156.573933573,54.4157745033,20190108T040139_20190108T040136_T47RMM
148,95.4755,95.4755,156.757349256,55.2668159654,20190108T040139_20190108T040136_T47RMN
149,92.5715,92.5715,156.931499834,56.1190814085,20190108T040139_20190108T040136_T47RMP
150,60.6737,60.6737,157.096604727,56.971997346,20190108T040139_20190108T040136_T47RMQ
151,97.9556,97.9556,157.828287991,54.9235280597,20190108T040139_20190108T040136_T47RNN
152,93.4525,93.4525,158.003889934,55.7782407941,20190108T040139_20190108T040136_T47RNP
153,16.1545,16.1545,154.962534631,52.986446634,20190109T042141_20190109T042619_T46RDQ
154,58.3411,58.3411,155.176703029,53.8297038475,20190109T042141_20190109T042619_T46RDR
155,94.1305,94.1305,155.380404015,54.6739179317,20190109T042141_20190109T042619_T46RDS
156,13.326,13.326,156.021457253,52.6175718082,20190109T042141_20190109T042619_T46REQ
157,44.0356,44.0356,156.235866603,53.4637907037,20190109T042141_20190109T042619_T46RER
158,81.8926,81.8926,156.440333029,54.3108384162,20190109T042141_20190109T042619_T46RES
159,73.853,73.853,156.635159799,55.1581276846,20190109T042141_20190109T042619_T46RET
160,86.391,86.391,156.820949487,56.0066089022,20190109T042141_20190109T042619_T46REU
161,95.5054,95.5054,156.997902442,56.8557199535,20190109T042141_20190109T042619_T46REV
162,42.3428,42.3428,157.305521155,53.1062521063,20190109T042141_20190109T042619_T46RFR
163,87.8379,87.8379,157.510351181,53.9558936716,20190109T042141_20190109T042619_T46RFS
164,97.4948,97.4948,157.7061432,54.8056388408,20190109T042141_20190109T042619_T46RFT
165,98.9237,98.9237,157.893470774,55.6564570619,20190109T042141_20190109T042619_T46RFU
166,90.7102,90.7102,158.07259821,56.5077710268,20190109T042141_20190109T042619_T46RFV
167,41.2682,41.2682,158.3844995,52.7575717334,20190109T042141_20190109T042619_T46RGR
168,97.1649,97.1649,158.58927438,53.6095600924,20190109T042141_20190109T042619_T46RGS
169,99.4727,99.4727,158.785645506,54.4615143219,20190109T042141_20190109T042619_T46RGT
170,96.0225,96.0225,158.974144993,55.3144248148,20190109T042141_20190109T042619_T46RGU
171,94.1898,94.1898,159.155098307,56.1677014481,20190109T042141_20190109T042619_T46RGV
172,96.7614,96.7614,158.243737063,57.3590210106,20190109T042141_20190109T042619_T46SFA
173,99.2164,99.2164,158.407422225,58.2111722904,20190109T042141_20190109T042619_T46SFB
174,91.5181,91.5181,159.328673534,57.0208017689,20190109T042141_20190109T042619_T46SGA
175,95.6245,95.6245,159.550085659,53.3330660458,20190109T042141_20190109T042619_T47RKM
176,99.0901,99.0901,159.691131258,54.2030906847,20190109T042141_20190109T042619_T47RKN
177,92.9937,92.9937,159.823205398,55.0741952818,20190109T042141_20190109T042619_T47RKP
178,87.2545,87.2545,159.946602884,55.945782357,20190109T042141_20190109T042619_T47RKQ
179,81.6102,81.6102,161.052547304,55.6657935393,20190109T042141_20190109T042619_T47RLQ
180,88.1215,88.1215,160.061407233,56.8173139354,20190109T042141_20190109T042619_T47SKR
181,80.1474,80.1474,161.168603206,56.5395590022,20190109T042141_20190109T042619_T47SLR
182,72.8398,72.8398,157.403642163,53.8176833756,20190110T044149_20190110T044556_T45RYM
183,77.6983,77.6983,157.610863632,54.6633979187,20190110T044149_20190110T044556_T45RYN
184,94.4842,94.4842,157.809828885,55.5101579024,20190110T044149_20190110T044556_T45RYP
185,35.3219,35.3219,158.194043652,52.6613957651,20190110T044149_20190110T044556_T46RBR
186,70.4478,70.4478,158.356601783,53.5260001058,20190110T044149_20190110T044556_T46RBS
187,85.6586,85.6586,158.509323389,54.3907752632,20190110T044149_20190110T044556_T46RBT
188,91.3278,91.3278,158.652651848,55.256722451,20190110T044149_20190110T044556_T46RBU
189,84.0865,84.0865,158.786823003,56.1232588284,20190110T044149_20190110T044556_T46RBV
190,74.7362,74.7362,159.454527333,53.2210544718,20190110T044149_20190110T044556_T46RCS
191,86.4314,86.4314,159.606904568,54.0885547519,20190110T044149_20190110T044556_T46RCT
192,92.3376,92.3376,159.75055517,54.9571011146,20190110T044149_20190110T044556_T46RCU
193,92.214,92.214,159.885681411,55.8261251306,20190110T044149_20190110T044556_T46RCV
194,2.5982,2.5982,155.601203067,54.2543003475,20190111T041139_20190111T041737_T46RGS
195,43.1253,43.1253,155.823261601,55.0898708118,20190111T041139_20190111T041737_T46RGT
196,78.3866,78.3866,156.036553184,55.9266234461,20190111T041139_20190111T041737_T46RGU
197,69.3694,69.3694,156.241355865,56.7639783768,20190111T041139_20190111T041737_T46RGV
198,4.6122,4.6122,156.360122116,53.0839812003,20190111T041139_20190111T041737_T47RKL
199,23.8068,23.8068,156.539661748,53.9397229108,20190111T041139_20190111T041737_T47RKM
200,65.8905,65.8905,156.708703407,54.7958160914,20190111T041139_20190111T041737_T47RKN
201,74.155,74.155,156.867745794,55.6532362846,20190111T041139_20190111T041737_T47RKP
202,76.6607,76.6607,157.017026181,56.5113981878,20190111T041139_20190111T041737_T47RKQ
203,7.3289,7.3289,157.442591073,52.7493959663,20190111T041139_20190111T041737_T47RLL
204,52.8929,52.8929,157.621928341,53.6082003346,20190111T041139_20190111T041737_T47RLM
205,63.8698,63.8698,157.791391989,54.4672139802,20190111T041139_20190111T041737_T47RLN
206,65.6418,65.6418,157.951460608,55.3274290427,20190111T041139_20190111T041737_T47RLP
207,69.7016,69.7016,158.102381788,56.1882626974,20190111T041139_20190111T041737_T47RLQ
208,41.7867,41.7867,158.71402635,53.2852630549,20190111T041139_20190111T041737_T47RMM
209,52.6063,52.6063,158.883541306,54.1469475144,20190111T041139_20190111T041737_T47RMN
210,73.0217,73.0217,159.044296892,55.0097084923,20190111T041139_20190111T041737_T47RMP
211,66.3578,66.3578,159.19654137,55.8729680138,20190111T041139_20190111T041737_T47RMQ
212,50.8806,50.8806,160.146986244,54.6999434381,20190111T041139_20190111T041737_T47RNP
213,86.6692,86.6692,157.156704536,57.3697426504,20190111T041139_20190111T041737_T47SKR
214,75.6478,75.6478,158.244323873,57.0491574282,20190111T041139_20190111T041737_T47SLR
215,78.4813,78.4813,158.377774595,57.9110817584,20190111T041139_20190111T041737_T47SLS
216,72.7923,72.7923,159.34046176,56.7361671292,20190111T041139_20190111T041737_T47SMR
217,83.2495,83.2495,159.476545272,57.6002852617,20190111T041139_20190111T041737_T47SMS
218,20.8103,20.8103,155.141834946,53.3263514113,20190112T043141_20190112T043642_T46RBR
219,79.769,79.769,155.3325633,54.1757246809,20190112T043141_20190112T043642_T46RBS
220,75.0694,75.0694,155.512344577,55.0255860557,20190112T043141_20190112T043642_T46RBT
221,86.4493,86.4493,155.681775247,55.8768731802,20190112T043141_20190112T043642_T46RBU
222,0.0,0.0,156.012420174,52.1224872235,20190112T043141_20190112T043642_T46RCQ
223,18.2532,18.2532,156.214061724,52.9741411941,20190112T043141_20190112T043642_T46RCR
224,73.6085,73.6085,156.405121502,53.8267048073,20190112T043141_20190112T043642_T46RCS
225,88.0795,88.0795,156.58580375,54.6796186846,20190112T043141_20190112T043642_T46RCT
226,89.4467,89.4467,156.756731357,55.5338239303,20190112T043141_20190112T043642_T46RCU
227,87.7672,87.7672,156.918046086,56.3887702896,20190112T043141_20190112T043642_T46RCV
228,0.0107,0.0107,157.095874152,51.7758299928,20190112T043141_20190112T043642_T46RDQ
229,39.2137,39.2137,157.296862461,52.6305666566,20190112T043141_20190112T043642_T46RDR
230,67.0804,67.0804,157.487850599,53.4860779879,20190112T043141_20190112T043642_T46RDS
231,73.0756,73.0756,157.669068096,54.3418009004,20190112T043141_20190112T043642_T46RDT
232,85.7426,85.7426,157.841142697,55.1986860818,20190112T043141_20190112T043642_T46RDU
233,0.0,0.0,158.19110461,51.4379360446,20190112T043141_20190112T043642_T46REQ
234,15.1847,15.1847,158.391033769,52.2954934373,20190112T043141_20190112T043642_T46RER
235,78.6129,78.6129,158.581542926,53.1537022528,20190112T043141_20190112T043642_T46RES
236,62.299,62.299,158.762914813,54.0119873615,20190112T043141_20190112T043642_T46RET
237,75.3704,75.3704,158.935775794,54.8713092688,20190112T043141_20190112T043642_T46REU
238,90.9053,90.9053,159.10029818,55.7311169495,20190112T043141_20190112T043642_T46REV
239,66.0654,66.0654,160.039407489,54.5521471915,20190112T043141_20190112T043642_T46RFU
240,81.7133,81.7133,160.205033286,55.4140110094,20190112T043141_20190112T043642_T46RFV
241,93.603,93.603,160.363223953,56.2756740237,20190112T043141_20190112T043642_T46SFA
242,88.6388,88.6388,160.514472756,57.1381278758,20190112T043141_20190112T043642_T46SFB
243,44.3973,44.3973,154.605741669,54.2726587258,20190113T040121_20190113T040442_T47RLM
244,47.189,47.189,155.671668196,53.9060986955,20190113T040121_20190113T040442_T47RMM
245,69.7737,69.7737,155.868701786,54.7522791749,20190113T040121_20190113T040442_T47RMN
246,77.6192,77.6192,156.056005195,55.5997823385,20190113T040121_20190113T040442_T47RMP
247,52.7019,52.7019,156.233757039,56.4480500056,20190113T040121_20190113T040442_T47RMQ
248,79.6714,79.6714,156.946976693,54.396367886,20190113T040121_20190113T040442_T47RNN
249,73.8052,73.8052,157.135824007,55.2464866145,20190113T040121_20190113T040442_T47RNP
250,0.0196,0.0196,154.047398251,52.4529113012,20190114T042129_20190114T042522_T46RDQ
251,19.0193,19.0193,154.276447941,53.290870389,20190114T042129_20190114T042522_T46RDR
252,86.5351,86.5351,154.494487075,54.1299162385,20190114T042129_20190114T042522_T46RDS
253,0.1742,0.1742,155.113764491,52.0712373994,20190114T042129_20190114T042522_T46REQ
254,8.062,8.062,155.343169782,52.9123449826,20190114T042129_20190114T042522_T46RER
255,59.6543,59.6543,155.562085623,53.7544033083,20190114T042129_20190114T042522_T46RES
256,70.121,70.121,155.77080541,54.596830303,20190114T042129_20190114T042522_T46RET
257,65.8067,65.8067,155.970012795,55.4405505585,20190114T042129_20190114T042522_T46REU
258,83.1751,83.1751,156.159893024,56.2850090902,20190114T042129_20190114T042522_T46REV
259,1.9168,1.9168,156.42091206,52.5422453646,20190114T042129_20190114T042522_T46RFR
260,21.166,21.166,156.640278607,53.3870815311,20190114T042129_20190114T042522_T46RFS
261,68.5524,68.5524,156.850035334,54.2321442734,20190114T042129_20190114T042522_T46RFT
262,83.6109,83.6109,157.050857257,55.0783724877,20190114T042129_20190114T042522_T46RFU
263,70.2931,70.2931,157.242968107,55.9252035262,20190114T042129_20190114T042522_T46RFV
264,0.0,0.0,157.508514675,52.1810749368,20190114T042129_20190114T042522_T46RGR
265,3.8332,3.8332,157.727886079,53.0284469743,20190114T042129_20190114T042522_T46RGS
266,32.3199,32.3199,157.938274405,53.8759010914,20190114T042129_20190114T042522_T46RGT
267,78.0581,78.0581,158.140321793,54.7243967219,20190114T042129_20190114T042522_T46RGU
268,62.6834,62.6834,158.334294607,55.5733629448,20190114T042129_20190114T042522_T46RGV
269,98.0304,98.0304,157.426619192,56.7720672355,20190114T042129_20190114T042522_T46SFA
270,99.1244,99.1244,157.602369771,57.6199220269,20190114T042129_20190114T042522_T46SFB
271,85.1404,85.1404,158.520422555,56.4222414827,20190114T042129_20190114T042522_T46SGA
272,8.0442,8.0442,158.697113097,52.7410984349,20190114T042129_20190114T042522_T47RKM
273,44.8826,44.8826,158.851708558,53.607396971,20190114T042129_20190114T042522_T47RKN
274,63.7589,63.7589,158.996844287,54.4748556452,20190114T042129_20190114T042522_T47RKP
275,59.6781,59.6781,159.132751135,55.3428966156,20190114T042129_20190114T042522_T47RKQ
276,57.1125,57.1125,160.249017269,55.051080392,20190114T042129_20190114T042522_T47RLQ
277,75.1616,75.1616,159.259586662,56.2109635549,20190114T042129_20190114T042522_T47SKR
278,66.4255,66.4255,160.377068233,55.9215462038,20190114T042129_20190114T042522_T47SLR
279,83.9072,83.9072,156.496417191,53.2227685868,20190115T044131_20190115T044130_T45RYM
280,91.036,91.036,156.718368806,54.063468316,20190115T044131_20190115T044130_T45RYN
281,89.5908,89.5908,156.931563926,54.9053144597,20190115T044131_20190115T044130_T45RYP
282,28.7216,28.7216,157.280155828,52.0594518069,20190115T044131_20190115T044130_T46RBR
283,81.2864,81.2864,157.457643514,52.9197238583,20190115T044131_20190115T044130_T46RBS
284,89.2546,89.2546,157.624654057,53.7802953308,20190115T044131_20190115T044130_T46RBT
285,88.8877,88.8877,157.781761034,54.6421304602,20190115T044131_20190115T044130_T46RBU
286,83.1633,83.1633,157.92913701,55.5046674994,20190115T044131_20190115T044130_T46RBV
287,81.9021,81.9021,158.565826993,52.6018304576,20190115T044131_20190115T044130_T46RCS
288,94.6417,94.6417,158.732498495,53.4653166687,20190115T044131_20190115T044130_T46RCT
289,92.6426,92.6426,158.889931933,54.3299335,20190115T044131_20190115T044130_T46RCU
290,93.5795,93.5795,159.038258593,55.1951352591,20190115T044131_20190115T044130_T46RCV
291,83.5412,83.5412,156.140870498,55.8769240178,20190116T041121_20190116T041202_T47RKQ
292,81.8221,81.8221,157.236269465,55.5412596109,20190116T041121_20190116T041202_T47RLQ
293,82.1187,82.1187,158.340965381,55.2135410138,20190116T041121_20190116T041202_T47RMQ
294,87.921,87.921,156.293722054,56.7308773096,20190116T041121_20190116T041202_T47SKR
295,84.9865,84.9865,157.391420899,56.3979326195,20190116T041121_20190116T041202_T47SLR
296,92.1119,92.1119,157.537599469,57.255727343,20190116T041121_20190116T041202_T47SLS
297,84.5903,84.5903,158.498111039,56.0726904943,20190116T041121_20190116T041202_T47SMR
298,91.8707,91.8707,158.646911703,56.9328523319,20190116T041121_20190116T041202_T47SMS
299,12.5312,12.5312,154.674358862,53.6451392121,20190116T041121_20190116T041933_T46RGS
300,67.4146,67.4146,154.911596793,54.475159294,20190116T041121_20190116T041933_T46RGT
301,82.9586,82.9586,155.139518907,55.30649228,20190116T041121_20190116T041933_T46RGU
302,80.2958,80.2958,155.358474356,56.1385350897,20190116T041121_20190116T041933_T46RGV
303,6.0885,6.0885,155.425858687,52.4682235081,20190116T041121_20190116T041933_T47RKL
304,41.9355,41.9355,155.620791921,53.319099785,20190116T041121_20190116T041933_T47RKM
305,80.6009,80.6009,155.804618803,54.1704602016,20190116T041121_20190116T041933_T47RKN
306,84.1117,84.1117,155.97788135,55.023268812,20190116T041121_20190116T041933_T47RKP
307,83.4571,83.4571,156.140870498,55.8769240178,20190116T041121_20190116T041933_T47RKQ
